row_index,question,t_generate_sec,t_judge_sec,t_accept_revise_sec,t_total_sec
21,"Which Phase 3 trials of PD-1 inhibitors in NSCLC used combination therapy, and what were their sample sizes and primary endpoints?	""",45.95551657676697,9.82892656326294,8.809085607528687,64.59353160858154
22,"Which trials used PD-L1 inhibitors as monotherapy, and in which cancer types?	""",40.32849597930908,8.179357051849365,7.891521692276001,56.399378538131714
23,"Which cancer types have been studied using a dual checkpoint inhibitor combination (PD-1 + CTLA-4)?	""",83.70417761802673,17.206894874572754,12.513997793197632,113.42507314682007
24,"List trials where an ICI was combined with chemotherapy in NSCLC and their primary endpoints.	""",41.62350273132324,7.803246974945068,8.322854042053223,57.749606132507324
25,"In what cancers have ICIs been combined with tyrosine kinase inhibitors (TKIs)?	""",58.85309147834778,12.274086952209473,9.079680919647217,80.20686197280884
26,"Which trials explored combining an ICI with radiotherapy?	""",31.908310413360596,7.53097939491272,6.362334489822388,45.801626682281494
27,"Are there trials combining ICIs with therapeutic cancer vaccines? If so, list them.	""",29.59899353981018,8.297754526138306,6.396013021469116,44.292765378952026
28,"List any trials using the triple combination of an ICI with BRAF and MEK inhibitors in melanoma.	""",37.600120544433594,8.00557804107666,6.3536999225616455,51.95940160751343
29,"Which trials combined an ICI with an anti-VEGF therapy (e.g., bevacizumab)?	""",29.051384210586548,6.130985260009766,6.04443359375,41.226808071136475
30,"Have there been trials using a triplet of ICI + chemotherapy + anti-VEGF? List any and the cancer contexts.	""",32.342339754104614,11.457781314849854,9.200742721557617,53.00086736679077
31,"Which trials employed a regimen of dual ICIs plus chemotherapy?	""",34.99299669265747,8.79181456565857,6.812146425247192,50.59696054458618
32,"Which Phase 3 ICI trials were placebo-controlled?	""",40.34644651412964,6.518951892852783,8.892102479934692,55.75750398635864
33,"Which NSCLC trials had standard chemotherapy as the control arm?	""",37.699690103530884,6.5630042552948,9.005474090576172,53.268171548843384
34,"Which trials in hepatocellular carcinoma used a TKI as the control arm?	""",31.04150676727295,5.979201793670654,5.811961650848389,42.832672357559204
35,"List any trials where the control arm was interferon (e.g., older trials in melanoma or RCC).	""",30.675435066223145,7.683907747268677,11.452152967453003,49.81149911880493
36,"Which trials used best supportive care (BSC) as the control arm?	""",26.606117963790894,9.830431699752808,7.805767297744751,44.24232006072998
37,"Were there any trials comparing ICIs to a combination of chemotherapy plus an EGFR inhibitor (e.g., cetuximab)?	""",28.3581326007843,7.786530017852783,8.92920732498169,45.0738742351532
38,"Identify any trials where the control arm was chemotherapy plus an anti-VEGF agent.	""",31.214879035949707,7.818952560424805,7.9970924854278564,47.03092908859253
39,"In any trial was an mTOR inhibitor (e.g., everolimus) used as the control arm (perhaps in RCC)?	""",31.739065647125244,10.004570484161377,7.737131834030151,49.48077034950256
40,"Which trials had a multikinase inhibitor (e.g., sorafenib) as the control treatment?	""",27.169700145721436,6.778743267059326,7.798656225204468,41.74710273742676
41,"Which trials used a therapeutic vaccine as the control arm?	""",28.327462434768677,8.510240077972412,8.26530647277832,45.103012561798096
42,"Was radiotherapy alone ever used as a control arm in these trials?	""",39.096333026885986,7.677566051483154,9.320359468460083,56.094261169433594
43,"Which immunotherapy trials have been conducted in the adjuvant setting for melanoma?	""",41.58108139038086,7.125438928604126,7.067919731140137,55.77444338798523
44,"List any trials using neoadjuvant (pre-surgical) immunotherapy in NSCLC and their primary endpoints.	""",36.379862546920776,10.061960220336914,11.150142908096313,57.59196853637695
45,"Which trials used pathologic complete response (pCR) as a primary endpoint? (Common in neoadjuvant studies.)	""",34.431591510772705,6.968551874160767,7.110603094100952,48.51074957847595
46,"List trials that had objective response rate (ORR) as the primary endpoint.	""",37.343894958496094,7.615438222885132,7.432524919509888,52.39186096191406
47,"Which trials used overall survival (OS) as the primary endpoint?	""",31.150314807891846,7.475032567977905,13.18772840499878,51.81307888031006
48,"Which trials used progression-free survival (PFS) as the primary endpoint?	""",45.501736879348755,6.776669502258301,6.324616193771362,58.60302686691284
49,"In which trials was relapse-free (disease-free) survival (RFS/DFS) the primary endpoint?	""",46.96752405166626,6.976095676422119,7.311509847640991,61.25513291358948
50,"Which trials used event-free survival (EFS) as a primary (or co-primary) endpoint?	""",30.60870623588562,7.108889818191528,6.381252765655518,44.09885215759277
51,"Were there trials primarily focused on safety (with safety as the primary endpoint)?	""",31.91101622581482,6.005537271499634,5.173856258392334,43.090413093566895
52,"Which NSCLC trials required a certain level of PD-L1 expression for enrollment?	""",45.25418281555176,9.709964275360107,8.295429706573486,63.25957989692688
53,"Which immunotherapy trials in colorectal cancer were restricted to MSI-H/dMMR tumors?	""",48.58464336395264,34.90551829338074,13.422486782073975,96.9126524925232
54,"Are there immunotherapy trials in pancreatic cancer? If so, did they require a biomarker (e.g., MSI-H) for inclusion?	""",52.3679518699646,12.752715826034546,14.491923093795776,79.61259388923645
55,"Have immune checkpoint inhibitors been trialed in prostate cancer (perhaps only in biomarker-selected cases)?	""",51.658002853393555,10.504577875137329,8.841150283813477,71.00373435020447
56,"Are there any trials of ICIs in multiple myeloma? List any and their primary endpoints.	""",57.716325998306274,7.766741991043091,7.4228081703186035,72.9058792591095
57,"Which immunotherapy trials have been conducted in mesothelioma, and what regimens were tested?	""",41.0204541683197,8.401911735534668,7.425373792648315,56.847742319107056
58,"Which NSCLC trials have follow-up publications with updated results?	""",37.6910662651062,8.167755842208862,9.189177513122559,55.048004150390625
59,"List any follow-up analyses of melanoma immunotherapy trials and their publication details.	""",31.811994314193726,8.039900779724121,10.005197525024414,49.85709571838379
60,"Which Phase III trials had co-primary or multiple primary endpoints (e.g., both PFS and OS)?	""",57.508989572525024,16.748354196548462,12.60600209236145,86.8633496761322
61,"For trials where OS was the primary endpoint, what follow-up duration was reported?	""",44.17466640472412,11.95007610321045,8.5247802734375,64.64952874183655
62,"What median follow-up time is reported for trials with PFS as the primary endpoint?	""",41.598450660705566,9.543236017227173,4.735855340957642,55.87754774093628
63,"Identify any immunotherapy trials that had more than two arms (multi-arm trials).	""",38.846131563186646,9.958421230316162,10.943938732147217,59.74849557876587
64,"Which trials evaluated ICIs as first-line (1L) therapy in advanced NSCLC?	""",68.99709916114807,14.506740808486938,6.472074747085571,89.97592067718506
65,"Which immunotherapy trials studied second-line (post-chemotherapy) treatment in bladder cancer?	""",49.14105558395386,14.836397647857666,21.652578115463257,85.63003706932068
66,"Which immunotherapy trials in head and neck cancer were published in the last 2 years, and what were their primary endpoints?	""",51.81615090370178,12.817749738693237,5.712331771850586,70.34623765945435
67,"What is the PubMed ID for the KEYNOTE-024 trial (pembrolizumab vs chemotherapy in NSCLC)?	""",79.2023754119873,9.365058183670044,8.328449487686157,96.89588689804077
68,"Find the NCT identifier for the CheckMate 067 trial (nivolumab + ipilimumab in melanoma).	""",66.72071361541748,8.385402917861938,9.070903539657593,84.17702341079712
69,"Which trials reported quality-of-life outcomes as secondary endpoints?	""",43.335928440093994,28.670129776000977,9.331815004348755,81.33787727355957
70,"What kinds of data are reported in follow-up publications (e.g., updated OS, longer follow-up times)?	""",46.835328102111816,19.647164583206177,6.731103420257568,73.21359848976135
71,"Which trials were included in the meta-analysis dataset?	""",41.75363779067993,8.353851556777954,5.902919292449951,56.010411739349365
72,"Which trials were excluded from the meta-analysis and did not contribute data?	""",35.87358903884888,5.736879825592041,10.322524785995483,51.93299674987793
73,"List the original trial publications for immunotherapy in renal cell carcinoma (RCC).	""",43.04458403587341,7.536030530929565,5.72827672958374,56.30889558792114
74,"List all Phase 3 trials in gastric cancer that involved a PD-L1 inhibitor.	""",36.03407263755798,7.518194198608398,5.24232292175293,48.79459285736084
75,"Which trials have investigated PD-1 inhibitors in esophageal or gastroesophageal junction cancers?	""",61.96566200256348,8.956292390823364,6.121398448944092,77.04335641860962
76,"What immunotherapy trials have been conducted in small cell lung cancer (SCLC), and what endpoints did they use?	""",38.53011870384216,12.90157437324524,10.460787773132324,61.89248609542847
77,"Which head and neck cancer trials used overall survival (OS) as a primary endpoint?	""",37.14559602737427,7.896673202514648,8.182835340499878,53.2251079082489
78,"Which immune checkpoint inhibitors have been tested in head and neck cancer trials?	""",39.631977558135986,8.514844179153442,9.676928281784058,57.823753356933594
79,"Which immune checkpoint inhibitors have been evaluated in breast cancer trials?	""",45.81286263465881,6.703140020370483,9.114312648773193,61.630319356918335
80,"Have ICIs been tested as second-line treatments in gastric cancer? If so, list those trials.	""",41.994744539260864,14.685279607772827,7.975858449935913,64.65588927268982
81,"Which immunotherapy trials in hepatocellular carcinoma were first-line versus second-line?	""",77.77906227111816,10.925021886825562,5.197481155395508,93.90156888961792
82,"List immunotherapy trials in RCC, indicating whether they were in the first-line or later-line setting.	""",60.45232343673706,15.084633111953735,8.147301435470581,83.68426084518433
83,"Are there any “perioperative” immunotherapy trials (treatment both before and after surgery)?	""",76.38553977012634,14.243247032165527,5.656715631484985,96.28550553321838
84,"Which NSCLC trials evaluated an ICI as second-line therapy (after prior treatment failure)?	""",40.50110650062561,15.32569694519043,16.41226053237915,72.23906660079956
85,"Are any trials involving novel checkpoints like LAG-3 or TIGIT inhibitors included in the data?	""",48.800421476364136,10.954137563705444,6.169801235198975,65.92436337471008
86,"Have ICIs been combined with MEK inhibitors in any trials? If so, which ones?	""",27.943737983703613,7.325397729873657,6.175654888153076,41.444793939590454
87,"Which NSCLC trials used PD-1 inhibitors and which used PD-L1 inhibitors (to compare their designs)?	""",83.50438237190247,13.20464038848877,10.985128164291382,107.69415521621704
88,"Which melanoma trials used combination therapy versus monotherapy?	""",36.24603462219238,9.177323579788208,6.514861106872559,51.93822193145752
89,"Have combination immunotherapy regimens been studied in head and neck cancer, or are they mostly monotherapy?	""",50.200507402420044,9.902534484863281,7.478748798370361,67.58179378509521
90,"Which NSCLC trials did not require PD-L1 positivity for patient enrollment (all-comer trials)?	""",52.58274483680725,6.233904838562012,10.061254024505615,68.87790656089783
91,"Which cancer types have had Phase III immunotherapy trials conducted?	""",40.82251214981079,8.143920421600342,12.968187808990479,61.9346239566803
92,"Which trials combined ICIs with targeted therapies (TKIs or anti-angiogenics) in renal cell carcinoma?	""",86.35188698768616,10.42477822303772,9.587354183197021,106.36402487754822
93,"Have ICIs been combined with chemotherapy in SCLC trials? List any such studies.	""",29.481544017791748,7.155505895614624,14.776792049407959,51.41384553909302
94,"List any NSCLC trials that used a regimen of dual ICIs plus chemotherapy.	""",31.3872230052948,8.144892454147339,7.783047199249268,47.315165996551514
95,"What are the earliest immunotherapy trial publications in this dataset (circa 2010–2012) and which cancers did they involve?	""",50.943413972854614,9.54663610458374,12.726545095443726,73.21659898757935
96,"Have dual checkpoint blockade (nivolumab + ipilimumab) trials been done in NSCLC?	""",57.7488477230072,13.1288161277771,8.043568134307861,78.92123556137085
97,"List any trials evaluating ICIs in third-line or later treatment settings (≥3L).	""",49.15103077888489,22.508325815200806,7.877499341964722,79.5368595123291
98,"Which trial reported the longest follow-up duration, and what was that duration?	""",35.87038064002991,4.073431968688965,5.19434666633606,45.13816261291504
99,"What are the publication details (authors, year) for the trial of pembrolizumab in adjuvant melanoma?	""",31.645023345947266,5.197865009307861,3.819082260131836,40.66197371482849
