row_index,question,model_name,model_load_path_or_id,pred_sql,pred_sql_final,pred_sql_fixes,pred_answer,pred_assumptions,raw_text,ground_truth_sql,gt_sql_final,gt_sql_fixes,sql_jaccard,relaxed_exact_match,relaxed_em_threshold,pred_exec_status,pred_exec_ms,pred_exec_error,pred_result_rows,pred_result_hash,gt_exec_status,gt_exec_ms,gt_exec_error,gt_result_rows,gt_result_hash,results_equal_exact,results_equal_normalized,rowcount_delta_pred_minus_gt,column_overlap_ratio,row_artifacts_dir,self_consistency_num_candidates,self_consistency_best_candidate_index,self_consistency_candidates_dir
28,Find Head and Neck trials with median follow‑up and show months by arm.,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"", ""follow_up_duration_for_primary_endpoint_s_in_months_overall"" AS overall_follow_up, ""follow_up_duration_for_primary_endpoint_s_in_months_rx"" AS rx_follow_up, ""follow_up_duration_for_primary_endpoint_s_in_months_control"" AS control_follow_up FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%head and neck%';","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"", ""follow_up_duration_for_primary_endpoint_s_in_months_overall"" AS overall_follow_up, ""follow_up_duration_for_primary_endpoint_s_in_months_rx"" AS rx_follow_up, ""follow_up_duration_for_primary_endpoint_s_in_months_control"" AS control_follow_up FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%head and neck%';",[],"The query retrieves Head and Neck trials with median follow-up durations by arm, showing overall, RX, and control follow-up in months.",Assumes that 'follow_up_duration_for_primary_endpoint_s_in_months_overall' represents median follow-up and that the field names correspond to the intended arms (RX and control).,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""follow_up_type"", ""cancer_type"", ""follow_up_duration_rx_months"", ""follow_up_duration_control_months""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Head and Neck' AND ""follow_up_type"" = 'Median';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""type_of_follow_up_given"", ""cancer_type"", ""follow_up_duration_for_primary_endpoint_s_in_months_rx"", ""follow_up_duration_for_primary_endpoint_s_in_months_control""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Head and Neck' AND ""type_of_follow_up_given"" = 'Median';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'follow_up_type', 'replaced_with': 'type_of_follow_up_given', 'reason': 'known_map'}, {'missing': 'follow_up_duration_rx_months', 'replaced_with': 'follow_up_duration_for_primary_endpoint_s_in_months_rx', 'reason': 'known_map'}, {'missing': 'follow_up_duration_control_months', 'replaced_with': 'follow_up_duration_for_primary_endpoint_s_in_months_control', 'reason': 'known_map'}]",0.26666666666666666,False,0.7,ok,2.961066085845232,,10.0,92770366840aa802c2ead137ff2f3df9,ok,1.9202814437448978,,8,afc36b7769c7c7284fed04567e8b965f,False,False,2.0,0.25,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row028,8,3,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row028/candidates
29,List Head and Neck trials requiring a biomarker other than PD‑L1 for inclusion.,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""is_pd_l1_positivity_inclusion_criteria"" = 'No' AND ""is_any_other_biomarker_used_for_inclusion"" = 'Yes' AND ""cancer_type"" = 'Head and Neck'","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""is_pd_l1_positivity_inclusion_criteria"" = 'No' AND ""is_any_other_biomarker_used_for_inclusion"" = 'Yes' AND ""cancer_type"" = 'Head and Neck'",[],List of Head and Neck trials requiring a biomarker other than PD-L1 for inclusion.,Assuming 'Head and Neck' is the exact value for the cancer_type column and that 'No' and 'Yes' are the exact values for the inclusion criteria flags.,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""other_biomarker_inclusion"", ""cancer_type"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Head and Neck' AND ""other_biomarker_inclusion"" = 'No';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""is_any_other_biomarker_used_for_inclusion"", ""cancer_type"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Head and Neck' AND ""is_any_other_biomarker_used_for_inclusion"" = 'No';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'other_biomarker_inclusion', 'replaced_with': 'is_any_other_biomarker_used_for_inclusion', 'reason': 'known_map'}]",0.4,False,0.7,ok,3.3744629472494125,,1.0,3499ce71a99a324405c176ac6b505345,ok,4.065390210598707,,9,6c3da5b64152c848cf8d43c7369000b1,False,False,-8.0,0.375,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row029,8,2,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row029/candidates
30,List Head and Neck Nivolumab trials where overall follow‑up exceeded 21 months.,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%head and neck%' AND ""follow_up_duration_for_primary_endpoint_s_in_months_overall"" > 21;","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%head and neck%' AND ""follow_up_duration_for_primary_endpoint_s_in_months_overall"" > 21;",[],List of Head and Neck Nivolumab trials with overall follow-up exceeding 21 months.,Assumed that 'Nivolumab' is the name_of_ici and that 'Head and Neck' is part of the cancer_type description.,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_name"", ""follow_up_duration_overall_months"", ""cancer_type"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Head and Neck' AND ""ici_name"" = 'Nivolumab' AND NULLIF(regexp_replace((""follow_up_duration_overall_months"")::text, '[^0-9\.-]', '', 'g'), '')::numeric > 21;","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""name_of_ici"", ""follow_up_duration_for_primary_endpoint_s_in_months_overall"", ""cancer_type"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Head and Neck' AND ""name_of_ici"" = 'Nivolumab' AND NULLIF(regexp_replace((""follow_up_duration_for_primary_endpoint_s_in_months_overall"")::text, '[^0-9\.-]', '', 'g'), '')::numeric > 21;","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'ici_name', 'replaced_with': 'name_of_ici', 'reason': 'known_map'}, {'missing': 'follow_up_duration_overall_months', 'replaced_with': 'follow_up_duration_for_primary_endpoint_s_in_months_overall', 'reason': 'known_map'}]",0.2857142857142857,False,0.7,error,1.7708688974380493,"(psycopg2.errors.UndefinedFunction) operator does not exist: text > integer
LINE 1: ..._up_duration_for_primary_endpoint_s_in_months_overall"" > 21;
                                                                  ^
HINT:  No operator matches the given name and argument types. You might need to add explicit type casts.

[SQL: SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%%head and neck%%' AND ""follow_up_duration_for_primary_endpoint_s_in_months_overall"" > 21;]
(Background on this error at: https://sqlalche.me/e/20/f405)",,,ok,4.6264841221272945,,1,a1f0758b6e4344e262ee4fcedb609f0b,,,,,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row030,8,0,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row030/candidates
31,"Show Renal cell PD1, CTLA-4 trials conducted in 2018 or later.",Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""class_of_ici"" = 'PD1' AND ""name_of_ici"" ILIKE '%ctla-4%' AND ""year"" >= 2018;","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""class_of_ici"" = 'PD1' AND ""name_of_ici"" ILIKE '%ctla-4%' AND ""year"" >= 2018;",[],The query retrieves distinct clinical trials involving PD1 and CTLA-4 for renal cell cancer conducted in 2018 or later.,Assumes that 'PD1' is mapped correctly and 'ctla-4' is mentioned in the 'name_of_ici' field.,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_class"", ""cancer_type"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Renal cell' AND ""ici_class"" = 'PD1, CTLA-4' AND NULLIF(regexp_replace((""year"")::text, '[^0-9\.-]', '', 'g'), '')::numeric >= 2018;","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""class_of_ici"", ""cancer_type"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Renal cell' AND ""class_of_ici"" = 'PD1, CTLA-4' AND NULLIF(regexp_replace((""year"")::text, '[^0-9\.-]', '', 'g'), '')::numeric >= 2018;","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'ici_class', 'replaced_with': 'class_of_ici', 'reason': 'known_map'}]",0.21428571428571427,False,0.7,ok,4.241069778800011,,0.0,1d9e0c36491c45ff946e09de54ac4223,ok,3.4947050735354424,,3,d069d2187cb849c462eadbff8b88bf89,False,False,-3.0,0.375,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row031,8,0,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row031/candidates
32,"List PD1, CTLA-4 trials that reported composite or co-primary endpoints.",Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"", ""class_of_ici"" AS pd1, ""name_of_ici"", ""priamry_multiple_composite_or_co_primary_endpoints"" FROM public.""clinical_trials"" WHERE ""class_of_ici"" ILIKE '%PD1%' OR ""name_of_ici"" ILIKE '%PD-1%' OR ""class_of_ici_1"" ILIKE '%PD1%' OR ""name_of_ici_1"" ILIKE '%PD-1%' OR ""type_of_combination"" ILIKE '%PD-1%' OR ""type_of_combination_1"" ILIKE '%PD-1%' AND ""priamry_multiple_composite_or_co_primary_endpoints"" ILIKE '%composite%' OR ""priamry_multiple_composite_or_co_primary_endpoints"" ILIKE '%co-primary%';","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"", ""class_of_ici"" AS pd1, ""name_of_ici"", ""priamry_multiple_composite_or_co_primary_endpoints"" FROM public.""clinical_trials"" WHERE ""class_of_ici"" ILIKE '%PD1%' OR ""name_of_ici"" ILIKE '%PD-1%' OR ""class_of_ici_1"" ILIKE '%PD1%' OR ""name_of_ici_1"" ILIKE '%PD-1%' OR ""type_of_combination"" ILIKE '%PD-1%' OR ""type_of_combination_1"" ILIKE '%PD-1%' AND ""priamry_multiple_composite_or_co_primary_endpoints"" ILIKE '%composite%' OR ""priamry_multiple_composite_or_co_primary_endpoints"" ILIKE '%co-primary%';",[],The query retrieves PD-1 and CTLA-4 trials with composite or co-primary endpoints by checking relevant columns and using case-insensitive matching for PD-1 references.,"Assumes that PD-1 references in combination therapies are captured by checking ""type_of_combination"" and ""type_of_combination_1"" columns.",,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_class"", ""primary_endpoint_is_multiple_or_composite"", ""ici_name"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""ici_class"" = 'PD1, CTLA-4' AND ""primary_endpoint_is_multiple_or_composite"" = 'Co-primary';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""class_of_ici"", ""priamry_multiple_composite_or_co_primary_endpoints"", ""name_of_ici"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""class_of_ici"" = 'PD1, CTLA-4' AND ""priamry_multiple_composite_or_co_primary_endpoints"" = 'Co-primary';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'ici_class', 'replaced_with': 'class_of_ici', 'reason': 'known_map'}, {'missing': 'primary_endpoint_is_multiple_or_composite', 'replaced_with': 'priamry_multiple_composite_or_co_primary_endpoints', 'reason': 'token_overlap(score=5)'}, {'missing': 'ici_name', 'replaced_with': 'name_of_ici', 'reason': 'known_map'}]",0.17647058823529413,False,0.7,ok,3.3976687118411064,,96.0,b0ff6d697d30d5d48817405fae97a4e1,ok,1.5877187252044678,,4,70baee0aab44c395a606bc633f9a11d3,False,False,92.0,0.5,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row032,8,1,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row032/candidates
33,List PD1 trials that reported composite or co-primary endpoints.,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""class_of_ici"" = 'PD1' AND ""priamry_multiple_composite_or_co_primary_endpoints"" = 'Yes';","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""class_of_ici"" = 'PD1' AND ""priamry_multiple_composite_or_co_primary_endpoints"" = 'Yes';",[],This query lists PD1 trials that reported composite or co-primary endpoints.,Assuming 'PD1' is the correct mapping for PD-1 and that 'Yes' indicates the presence of composite or co-primary endpoints.,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_class"", ""primary_endpoint_is_multiple_or_composite"", ""ici_name"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""ici_class"" = 'PD1' AND ""primary_endpoint_is_multiple_or_composite"" = 'Multiple';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""class_of_ici"", ""priamry_multiple_composite_or_co_primary_endpoints"", ""name_of_ici"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""class_of_ici"" = 'PD1' AND ""priamry_multiple_composite_or_co_primary_endpoints"" = 'Multiple';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'ici_class', 'replaced_with': 'class_of_ici', 'reason': 'known_map'}, {'missing': 'primary_endpoint_is_multiple_or_composite', 'replaced_with': 'priamry_multiple_composite_or_co_primary_endpoints', 'reason': 'token_overlap(score=5)'}, {'missing': 'ici_name', 'replaced_with': 'name_of_ici', 'reason': 'known_map'}]",0.2727272727272727,False,0.7,ok,1.5794383361935616,,0.0,1d9e0c36491c45ff946e09de54ac4223,ok,1.1303671635687351,,19,548165b817e228fdac8ccf8c028f075b,False,False,-19.0,0.3333333333333333,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row033,8,1,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row033/candidates
34,Show Bladder trials using PD1 where PD‑L1 positivity was an inclusion criterion.,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" = 'Bladder' AND ""class_of_ici"" = 'PD1' AND ""is_pd_l1_positivity_inclusion_criteria"" = true;","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" = 'Bladder' AND ""class_of_ici"" = 'PD1' AND ""is_pd_l1_positivity_inclusion_criteria"" = true;",[],Retrieved trials for Bladder cancer using PD1 with PD-L1 positivity as an inclusion criterion.,Assumed 'PD1' maps to PD-1 and 'PD-L1 positivity' is captured by the boolean flag.,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""pdl1_inclusion"", ""ici_class"", ""cancer_type"", ""ici_name"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Bladder' AND ""ici_class"" = 'PD1' AND ""pdl1_inclusion"" = 'No';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""is_pd_l1_positivity_inclusion_criteria"", ""class_of_ici"", ""cancer_type"", ""name_of_ici"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Bladder' AND ""class_of_ici"" = 'PD1' AND ""is_pd_l1_positivity_inclusion_criteria"" = 'No';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'pdl1_inclusion', 'replaced_with': 'is_pd_l1_positivity_inclusion_criteria', 'reason': 'known_map'}, {'missing': 'ici_class', 'replaced_with': 'class_of_ici', 'reason': 'known_map'}, {'missing': 'ici_name', 'replaced_with': 'name_of_ici', 'reason': 'known_map'}]",0.3076923076923077,False,0.7,error,1.6441568732261658,"(psycopg2.errors.UndefinedFunction) operator does not exist: text = boolean
LINE 1: ...= 'PD1' AND ""is_pd_l1_positivity_inclusion_criteria"" = true;
                                                                ^
HINT:  No operator matches the given name and argument types. You might need to add explicit type casts.

[SQL: SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" = 'Bladder' AND ""class_of_ici"" = 'PD1' AND ""is_pd_l1_positivity_inclusion_criteria"" = true;]
(Background on this error at: https://sqlalche.me/e/20/f405)",,,ok,3.8506328128278255,,2,5c3ebf85d9ee6c74e006c57cce5b43ea,,,,,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row034,8,0,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row034/candidates
35,Which Gastric/GEJ trials used Placebo as the control arm?,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""control_arm"" = 'Placebo' AND ""cancer_type"" = 'Gastric/GEJ';","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""control_arm"" = 'Placebo' AND ""cancer_type"" = 'Gastric/GEJ';",[],The Gastric/GEJ trials that used Placebo as the control arm are listed in the query results.,,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""control_type"", ""cancer_type"", ""control_regimen"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Gastric/GEJ' AND ""control_type"" = 'Placebo';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""type_of_control"", ""cancer_type"", ""control_regimen"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Gastric/GEJ' AND ""type_of_control"" = 'Placebo';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'control_type', 'replaced_with': 'type_of_control', 'reason': 'known_map'}]",0.4,False,0.7,ok,2.3366091772913933,,2.0,7db7ab8a122d8a7af1a3a48ee3769109,ok,1.8491018563508987,,2,9a98dbfa9beaa39c0c43111d4291506a,False,False,0.0,0.3333333333333333,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row035,8,1,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row035/candidates
36,Show Gastric/GEJ trials using PD1 where PD‑L1 positivity was an inclusion criterion.,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%gastric%' OR ""cancer_type"" ILIKE '%gej%' AND ""class_of_ici"" = 'PD1' AND ""is_pd_l1_positivity_inclusion_criteria"" = true;","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%gastric%' OR ""cancer_type"" ILIKE '%gej%' AND ""class_of_ici"" = 'PD1' AND ""is_pd_l1_positivity_inclusion_criteria"" = true;",[],Retrieved gastric/GEJ trials using PD1 where PD-L1 positivity was an inclusion criterion.,Assumed that 'GEJ' refers to gastroesophageal junction and that 'PD1' is the correct class mapping for PD-1.,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""pdl1_inclusion"", ""ici_class"", ""cancer_type"", ""ici_name"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Gastric/GEJ' AND ""ici_class"" = 'PD1' AND ""pdl1_inclusion"" = 'No';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""is_pd_l1_positivity_inclusion_criteria"", ""class_of_ici"", ""cancer_type"", ""name_of_ici"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Gastric/GEJ' AND ""class_of_ici"" = 'PD1' AND ""is_pd_l1_positivity_inclusion_criteria"" = 'No';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'pdl1_inclusion', 'replaced_with': 'is_pd_l1_positivity_inclusion_criteria', 'reason': 'known_map'}, {'missing': 'ici_class', 'replaced_with': 'class_of_ici', 'reason': 'known_map'}, {'missing': 'ici_name', 'replaced_with': 'name_of_ici', 'reason': 'known_map'}]",0.3076923076923077,False,0.7,error,0.7122638635337353,"(psycopg2.errors.UndefinedFunction) operator does not exist: text = boolean
LINE 1: ...= 'PD1' AND ""is_pd_l1_positivity_inclusion_criteria"" = true;
                                                                ^
HINT:  No operator matches the given name and argument types. You might need to add explicit type casts.

[SQL: SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%%gastric%%' OR ""cancer_type"" ILIKE '%%gej%%' AND ""class_of_ici"" = 'PD1' AND ""is_pd_l1_positivity_inclusion_criteria"" = true;]
(Background on this error at: https://sqlalche.me/e/20/f405)",,,ok,2.491813153028488,,3,d8fcfe6d045d520dfc4740ccf916af42,,,,,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row036,8,0,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row036/candidates
37,"Which Phase 2 PD-L1 monotherapy trials in Breast should I review, and what were their regimens?",Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"", ""trial_phase"", ""treatment_regimen"", ""name_of_ici"", ""class_of_ici"", ""monotherapy_combination"" FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%breast%' AND ""trial_phase"" = '2' AND ""class_of_ici"" = 'PD1' AND ""monotherapy_combination"" IS NULL;","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"", ""trial_phase"", ""treatment_regimen"", ""name_of_ici"", ""class_of_ici"", ""monotherapy_combination"" FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%breast%' AND ""trial_phase"" = '2' AND ""class_of_ici"" = 'PD1' AND ""monotherapy_combination"" IS NULL;",[],"Review Phase 2 PD-L1 monotherapy trials in Breast cancer, which include the specified regimens and ICIs.",Assuming 'PD-L1' is mapped to 'PD1' in the class_of_ici column and that 'monotherapy_combination' being NULL indicates a monotherapy trial.,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""trial_phase"", ""ici_class"", ""therapy_modality"", ""cancer_type"", ""ici_name"", ""treatment_regimen""
FROM public.""clinical_trials""
WHERE ""ici_class"" = 'PD-L1' AND ""cancer_type"" = 'Breast' AND ""trial_phase"" = 'Phase 2' AND ""therapy_modality"" = 'Monotherapy';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""trial_phase"", ""class_of_ici"", ""monotherapy_combination"", ""cancer_type"", ""name_of_ici"", ""treatment_regimen""
FROM public.""clinical_trials""
WHERE ""class_of_ici"" = 'PD-L1' AND ""cancer_type"" = 'Breast' AND ""trial_phase"" = 'Phase 2' AND ""monotherapy_combination"" = 'Monotherapy';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'ici_class', 'replaced_with': 'class_of_ici', 'reason': 'known_map'}, {'missing': 'therapy_modality', 'replaced_with': 'monotherapy_combination', 'reason': 'known_map'}, {'missing': 'ici_name', 'replaced_with': 'name_of_ici', 'reason': 'known_map'}]",0.42857142857142855,False,0.7,ok,1.489969901740551,,0.0,530e43319af296d4600e46432bb155ad,ok,1.3548098504543304,,1,28c62176d5f273f9b91f82141698fade,False,False,-1.0,0.7272727272727273,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row037,8,1,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row037/candidates
38,Show Bladder PD-L1 trials conducted in 2018 or later.,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%bladder%' AND ""class_of_ici"" ILIKE '%pd-l1%' AND ""year"" >= 2018;","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%bladder%' AND ""class_of_ici"" ILIKE '%pd-l1%' AND ""year"" >= 2018;",[],The query retrieves clinical trials for Bladder cancer with PD-L1 inhibitors conducted in 2018 or later.,Assuming that 'PD-L1' is correctly mapped to 'PD1' in the 'class_of_ici' column and that 'Bladder' is a valid substring for bladder cancer.,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_class"", ""cancer_type"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Bladder' AND ""ici_class"" = 'PD-L1' AND NULLIF(regexp_replace((""year"")::text, '[^0-9\.-]', '', 'g'), '')::numeric >= 2018;","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""class_of_ici"", ""cancer_type"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Bladder' AND ""class_of_ici"" = 'PD-L1' AND NULLIF(regexp_replace((""year"")::text, '[^0-9\.-]', '', 'g'), '')::numeric >= 2018;","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'ici_class', 'replaced_with': 'class_of_ici', 'reason': 'known_map'}]",0.3076923076923077,False,0.7,ok,4.893472883850336,,1.0,ad00fd2786836debce36b4c7b57a60ff,ok,1.5582703053951263,,1,6424d26c1181e43dec0cb6c9833f9325,False,False,0.0,0.375,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row038,8,0,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row038/candidates
